date,hosp,incid_hosp,rea,incid_rea,rad,incid_rad,pos,pos_7j,tx_pos,tx_incid,TO,pop,P,T,Ti,Tp,Td,incid_dchosp
2020-05-28,15155.0,253.0,1395.0,36.0,67182.0,621.0,642.0,4093.0,1.51,6.1,0.275800711743772,67114992.0,642.0,44713.0,0.96,1.44,66.62,69.0
2020-05-29,14643.0,255.0,1328.0,29.0,67794.0,656.0,597.0,3863.0,1.43,5.76,0.262554369315935,67114992.0,597.0,49630.0,0.89,1.2,73.95,63.0
2020-05-30,14329.0,227.0,1293.0,29.0,68259.0,486.0,372.0,3984.0,1.47,5.94,0.255634638196916,67114992.0,372.0,20343.0,0.55,1.83,30.31,57.0
2020-05-31,14271.0,72.0,1287.0,18.0,68346.0,93.0,189.0,4012.0,1.47,5.98,0.254448398576512,67114992.0,189.0,8562.0,0.28,2.21,12.76,35.0
2020-06-01,14237.0,89.0,1270.0,9.0,68431.0,95.0,171.0,3474.0,1.5,5.18,0.251087386318703,67114992.0,171.0,10055.0,0.25,1.7,14.98,31.0
2020-06-02,13978.0,229.0,1221.0,33.0,68803.0,402.0,723.0,3423.0,1.51,5.1,0.241399762752076,67114992.0,723.0,49107.0,1.08,1.47,73.17,85.0
2020-06-03,13465.0,250.0,1179.0,26.0,69446.0,668.0,659.0,3353.0,1.49,5.0,0.233096085409253,67114992.0,659.0,44970.0,0.98,1.47,67.0,85.0
2020-06-04,13054.0,195.0,1133.0,23.0,69967.0,544.0,622.0,3333.0,1.5,4.97,0.224001581652827,67114992.0,622.0,41595.0,0.93,1.5,61.98,46.0
2020-06-05,12650.0,213.0,1065.0,19.0,70494.0,548.0,561.0,3297.0,1.51,4.91,0.21055753262159,67114992.0,561.0,46761.0,0.84,1.2,69.67,47.0
2020-06-06,12433.0,143.0,1030.0,15.0,70796.0,309.0,296.0,3221.0,1.47,4.8,0.20363780150257,67114992.0,296.0,19726.0,0.44,1.5,29.39,35.0
2020-06-07,12415.0,37.0,1024.0,4.0,70832.0,39.0,138.0,3170.0,1.46,4.72,0.202451561882167,67114992.0,138.0,7592.0,0.21,1.82,11.31,13.0
2020-06-08,12269.0,145.0,995.0,23.0,71052.0,245.0,561.0,3560.0,1.41,5.3,0.196718070383551,67114992.0,561.0,45380.0,0.84,1.24,67.62,55.0
2020-06-09,11915.0,169.0,926.0,15.0,71496.0,463.0,574.0,3411.0,1.38,5.08,0.183076314748913,67114992.0,574.0,43945.0,0.86,1.31,65.48,53.0
2020-06-10,11632.0,130.0,904.0,23.0,71822.0,337.0,562.0,3314.0,1.36,4.94,0.1787267694741,67114992.0,562.0,40711.0,0.84,1.38,60.66,34.0
2020-06-11,11420.0,143.0,875.0,26.0,72139.0,322.0,624.0,3316.0,1.38,4.94,0.172993277975484,67114992.0,624.0,38814.0,0.93,1.61,57.83,28.0
2020-06-12,11079.0,136.0,851.0,18.0,72562.0,440.0,613.0,3368.0,1.42,5.02,0.168248319493871,67114992.0,613.0,44577.0,0.91,1.38,66.42,33.0
2020-06-13,10864.0,68.0,843.0,14.0,72798.0,247.0,217.0,3289.0,1.39,4.9,0.166666666666667,67114992.0,217.0,19229.0,0.32,1.13,28.65,24.0
