date,hosp,incid_hosp,rea,incid_rea,rad,incid_rad,pos,pos_7j,tx_pos,tx_incid,TO,pop,P,T,Ti,Tp,Td,incid_dchosp
2020-06-14,10836.0,33.0,841.0,6.0,72849.0,51.0,133.0,3284.0,1.39,4.89,0.166271253459866,67114992.0,133.0,6676.0,0.2,1.99,9.95,9.0
2020-06-15,10707.0,114.0,818.0,12.0,73034.0,198.0,500.0,3223.0,1.37,4.8,0.161724001581653,67114992.0,500.0,43907.0,0.74,1.14,65.42,30.0
2020-06-16,10490.0,143.0,792.0,14.0,73325.0,317.0,570.0,3219.0,1.38,4.8,0.156583629893238,67114992.0,570.0,43063.0,0.85,1.32,64.16,42.0
2020-06-17,10222.0,116.0,744.0,14.0,73657.0,345.0,748.0,3405.0,1.46,5.07,0.147093712930012,67114992.0,748.0,40189.0,1.11,1.86,59.88,30.0
2020-06-18,10080.0,136.0,724.0,15.0,73877.0,236.0,578.0,3359.0,1.44,5.0,0.143139580862001,67114992.0,578.0,37967.0,0.86,1.52,56.57,29.0
2020-06-19,9925.0,116.0,699.0,10.0,74107.0,246.0,699.0,3445.0,1.47,5.13,0.138196915776987,67114992.0,699.0,46056.0,1.04,1.52,68.62,14.0
2020-06-20,9792.0,90.0,687.0,7.0,74302.0,206.0,351.0,3579.0,1.51,5.33,0.13582443653618,67114992.0,351.0,21740.0,0.52,1.61,32.39,19.0
2020-06-21,9778.0,48.0,687.0,5.0,74362.0,60.0,113.0,3559.0,1.5,5.3,0.13582443653618,67114992.0,113.0,6523.0,0.17,1.73,9.72,7.0
2020-06-22,9648.0,142.0,673.0,16.0,74602.0,242.0,602.0,3661.0,1.52,5.45,0.133056544088573,67114992.0,602.0,48506.0,0.9,1.24,72.27,23.0
2020-06-23,9446.0,117.0,654.0,15.0,74861.0,286.0,660.0,3751.0,1.52,5.59,0.129300118623962,67114992.0,660.0,48447.0,0.98,1.36,72.19,26.0
2020-06-24,9254.0,97.0,630.0,8.0,75117.0,272.0,672.0,3675.0,1.46,5.48,0.124555160142349,67114992.0,672.0,45653.0,1.0,1.47,68.02,13.0
2020-06-25,9096.0,124.0,623.0,15.0,75341.0,239.0,510.0,3607.0,1.42,5.37,0.123171213918545,67114992.0,510.0,39965.0,0.76,1.28,59.55,21.0
2020-06-26,8841.0,87.0,606.0,15.0,75639.0,309.0,579.0,3487.0,1.34,5.2,0.119810201660735,67114992.0,579.0,51333.0,0.86,1.13,76.49,26.0
2020-06-27,8715.0,55.0,594.0,9.0,75803.0,167.0,338.0,3474.0,1.32,5.18,0.117437722419929,67114992.0,338.0,24670.0,0.5,1.37,36.76,15.0
2020-06-28,8727.0,44.0,594.0,4.0,75833.0,30.0,214.0,3575.0,1.35,5.33,0.117437722419929,67114992.0,214.0,8244.0,0.32,2.6,12.28,2.0
2020-06-29,8643.0,102.0,591.0,15.0,75989.0,161.0,675.0,3648.0,1.32,5.44,0.116844602609727,67114992.0,675.0,61815.0,1.01,1.09,92.1,18.0
2020-06-30,8491.0,152.0,574.0,8.0,76264.0,282.0,730.0,3718.0,1.29,5.54,0.113483590351918,67114992.0,730.0,59781.0,1.09,1.22,89.07,21.0
2020-07-01,8291.0,106.0,554.0,17.0,76539.0,278.0,633.0,3679.0,1.23,5.48,0.109529458283907,67114992.0,633.0,57321.0,0.94,1.1,85.41,19.0
2020-07-02,8103.0,93.0,545.0,12.0,76792.0,254.0,591.0,3760.0,1.19,5.6,0.107750098853302,67114992.0,591.0,54985.0,0.88,1.07,81.93,16.0
2020-07-03,7946.0,125.0,533.0,12.0,77049.0,267.0,750.0,3931.0,1.2,5.86,0.105377619612495,67114992.0,750.0,64398.0,1.12,1.16,95.95,18.0
2020-07-04,7863.0,47.0,517.0,4.0,77160.0,118.0,352.0,3945.0,1.19,5.88,0.102214313958086,67114992.0,352.0,29230.0,0.52,1.2,43.55,13.0
2020-07-05,7863.0,21.0,521.0,5.0,77179.0,20.0,103.0,3834.0,1.15,5.71,0.103005140371688,67114992.0,103.0,8549.0,0.15,1.2,12.74,2.0
2020-07-06,7806.0,98.0,521.0,10.0,77308.0,130.0,681.0,3840.0,1.14,5.72,0.103005140371688,67114992.0,681.0,67145.0,1.01,1.01,100.04,13.0
2020-07-07,7550.0,127.0,511.0,21.0,77644.0,337.0,572.0,3682.0,1.07,5.49,0.101028074337683,67114992.0,572.0,66313.0,0.85,0.86,98.81,35.0
2020-07-08,7254.0,83.0,503.0,18.0,77985.0,345.0,709.0,3758.0,1.07,5.6,0.0994464215104784,67114992.0,709.0,65196.0,1.06,1.09,97.14,34.0
2020-07-09,7134.0,79.0,486.0,8.0,78159.0,180.0,710.0,3877.0,1.06,5.78,0.096085409252669,67114992.0,710.0,68831.0,1.06,1.03,102.56,15.0
2020-07-10,7020.0,136.0,471.0,9.0,78377.0,221.0,859.0,3986.0,1.05,5.94,0.0931198102016607,67114992.0,859.0,77240.0,1.28,1.11,115.09,25.0
2020-07-11,6995.0,57.0,470.0,7.0,78454.0,83.0,357.0,3991.0,1.04,5.95,0.0929221035982602,67114992.0,357.0,32656.0,0.53,1.09,48.66,6.0
2020-07-12,6991.0,26.0,473.0,5.0,78486.0,32.0,118.0,4005.0,1.05,5.97,0.0935152234084618,67114992.0,118.0,8532.0,0.18,1.38,12.71,1.0
2020-07-13,6941.0,68.0,467.0,10.0,78586.0,100.0,887.0,4211.0,1.06,6.27,0.0923289837880585,67114992.0,887.0,80812.0,1.32,1.1,120.41,18.0
2020-07-14,6907.0,61.0,465.0,7.0,78670.0,84.0,186.0,3825.0,1.12,5.7,0.0919335705812574,67114992.0,186.0,12403.0,0.28,1.5,18.48,6.0
2020-07-15,6873.0,133.0,457.0,16.0,78809.0,140.0,860.0,3976.0,1.11,5.92,0.090351917754053,67114992.0,860.0,80331.0,1.28,1.07,119.69,20.0
2020-07-16,6754.0,119.0,456.0,23.0,79025.0,218.0,978.0,4244.0,1.14,6.32,0.0901542111506524,67114992.0,978.0,84534.0,1.46,1.16,125.95,18.0
2020-07-17,6646.0,119.0,452.0,17.0,79233.0,213.0,965.0,4350.0,1.12,6.48,0.0893633847370502,67114992.0,965.0,94271.0,1.44,1.02,140.46,14.0
2020-07-18,6614.0,68.0,450.0,6.0,79322.0,90.0,445.0,4438.0,1.12,6.61,0.0889679715302491,67114992.0,445.0,40730.0,0.66,1.09,60.69,8.0
2020-07-19,6583.0,36.0,448.0,4.0,79384.0,65.0,192.0,4513.0,1.12,6.72,0.088572558323448,67114992.0,192.0,12303.0,0.29,1.56,18.33,1.0
2020-07-20,6547.0,137.0,442.0,18.0,79530.0,148.0,1035.0,4661.0,1.13,6.94,0.0873863187030447,67114992.0,1035.0,93126.0,1.54,1.11,138.76,16.0
2020-07-21,6440.0,109.0,430.0,12.0,79723.0,196.0,1100.0,5574.0,1.14,8.31,0.085013839462238,67114992.0,1100.0,89316.0,1.64,1.23,133.08,13.0
2020-07-22,6324.0,132.0,420.0,17.0,79946.0,225.0,1176.0,5890.0,1.18,8.78,0.0830367734282325,67114992.0,1176.0,89288.0,1.75,1.32,133.04,7.0
2020-07-23,5915.0,123.0,411.0,13.0,80461.0,519.0,1155.0,6067.0,1.21,9.04,0.0812574139976275,67114992.0,1155.0,88362.0,1.72,1.31,131.66,14.0
2020-07-24,5678.0,126.0,385.0,16.0,80804.0,345.0,1283.0,6385.0,1.27,9.51,0.0761170423092131,67114992.0,1283.0,96205.0,1.91,1.33,143.34,13.0
2020-07-25,5634.0,86.0,368.0,8.0,80915.0,116.0,627.0,6567.0,1.3,9.78,0.0727560300514037,67114992.0,627.0,43401.0,0.93,1.44,64.67,8.0
2020-07-26,5640.0,36.0,367.0,1.0,80947.0,34.0,264.0,6639.0,1.3,9.89,0.0725583234480032,67114992.0,264.0,14993.0,0.39,1.76,22.34,1.0
2020-07-27,5614.0,118.0,374.0,25.0,81071.0,127.0,1429.0,7033.0,1.35,10.48,0.073942269671807,67114992.0,1429.0,103290.0,2.13,1.38,153.9,9.0
2020-07-28,5510.0,172.0,361.0,22.0,81300.0,236.0,1368.0,7302.0,1.37,10.88,0.0713720838275998,67114992.0,1368.0,104059.0,2.04,1.31,155.05,15.0
2020-07-29,5409.0,118.0,356.0,14.0,81489.0,191.0,1479.0,7605.0,1.38,11.33,0.0703835508105971,67114992.0,1479.0,108089.0,2.2,1.37,161.05,15.0
2020-07-30,5334.0,116.0,357.0,14.0,81656.0,174.0,1555.0,8005.0,1.4,11.93,0.0705812574139976,67114992.0,1555.0,105735.0,2.32,1.47,157.54,16.0
2020-07-31,5257.0,152.0,347.0,16.0,81870.0,216.0,1642.0,8364.0,1.43,12.46,0.0686041913799921,67114992.0,1642.0,110217.0,2.45,1.49,164.22,11.0
